序	5.2
前言	-1
你	5.36
来	5.26
了解	5.28
一下	5.12
我们	5.96
的	5.1
企业	5.24
吧	4.96
柳传志	-1
盯	5.06
着	4.88
我	5.58
说	5.22
你	5.36
一定	5.36
会	5.22
感兴趣	-1
的	5.1
那	5.12
一瞬间	-1
我	5.58
觉得	5.38
这个	5.02
人	5.3
过于自信	-1
却	4.68
很	5.14
真诚	7.08
分手	-1
的	5.1
时候	5.0
我	5.58
答应	5.88
了	5.08
他	5.06
的	5.1
要求	4.9
但	4.62
又	4.98
补充	5.48
道	5.34
我	5.58
很	5.14
抱歉	-1
我	5.58
不能	3.84
给	5.34
你	5.36
任何	5.22
承诺	6.1
没有	4.42
关系	5.0
你	5.36
可以	5.58
按	4.9
你	5.36
自己	5.28
的	5.1
想法	5.14
写	5.0
也	5.2
可以	5.58
什么	5.04
都	4.84
不	4.4
写	5.0
他	5.06
回答	5.58
我	5.58
只是	4.54
希望	6.64
你	5.36
用	5.1
局外人	-1
的	5.1
眼光	5.54
来	5.26
看看	-1
联想	5.76
对于	4.94
联想	5.76
来说	-1
我	5.58
的确	5.12
是	5.42
个	4.94
局外人	-1
我	5.58
在	5.02
此前	5.26
与	4.86
柳传志	-1
从未	-1
谋面	-1
没有	4.42
直接	5.44
接触	5.32
过	5.04
这家	-1
公司	5.08
也	5.2
没有	4.42
写过	-1
任何	5.22
关于	5.04
联想	5.76
的	5.1
文字	5.18
当时	5.0
我	5.58
只	4.94
知道	5.38
这个	5.02
人	5.3
的	5.1
事业	5.74
是从	-1
40	-1
岁	5.44
开始	5.26
的	5.1
而	5.18
大多数	-1
中国	6.06
人	5.3
在	5.02
这个	5.02
年龄	5.12
之后	4.98
就	4.94
不再	-1
有	5.36
什么	5.04
变化	5.2
他	5.06
领导	5.52
的	5.1
联想	5.76
是	5.42
一家	5.56
计算机	4.98
公司	5.08
成就	6.38
非凡	6.14
享有盛誉	-1
我	5.58
听说	-1
在	5.02
美国哈佛大学	-1
攻读	5.58
工商管理	-1
硕士学位	-1
的	5.1
学生	5.32
要	5.2
在	5.02
两年	-1
之中	-1
学习	5.86
几百个	-1
案例	5.12
联想	5.76
是	5.42
其中	4.76
之一	-1
有	5.36
一次	5.12
我	5.58
采访	5.26
美国微软公司	-1
的	5.1
高层	5.48
经理	5.52
们	5.06
听到	-1
他们	5.12
嘴里	-1
提到	-1
的	5.1
惟一	5.24
的	5.1
中国	6.06
公司	5.08
就是	4.98
联想	5.76
我	5.58
还	5.16
知道	5.38
有	5.36
不少	-1
人	5.3
正在	4.96
批评	3.32
联想	5.76
在	5.02
某些	-1
评论家	-1
笔下	5.14
它	5.16
不过	4.72
是	5.42
个	4.94
目光短浅	3.32
沽名钓誉	-1
的	5.1
混蛋	3.32
联想集团	-1
总部	-1
位于	4.96
北京	5.68
中关村	-1
附近	5.38
一座	4.88
崭新	6.36
的	5.1
大厦	5.34
中	4.98
要	5.2
进去	5.18
就	4.94
必须	4.98
出示	5.18
一个	5.1
带有	-1
保密	5.28
号码	4.9
的	5.1
磁卡	-1
车间	5.14
里	5.18
没有	4.42
一般	4.66
工厂	4.9
流水线	-1
上	5.58
常有	-1
的	5.1
那种	-1
喧嚣	3.32
办公区	-1
有点	5.1
机关	4.96
的	5.1
味道	5.58
还	5.16
笼罩着	-1
一种	-1
神秘	5.34
的	5.1
气息	5.4
我们	5.96
国家	5.34
的	5.1
每	5.14
一家	5.56
企业	5.24
都	4.84
有	5.36
自己	5.28
的	5.1
秘密	5.18
而且	5.08
不会	3.32
出示	5.18
给	5.34
一个	5.1
不相干	-1
的	5.1
人	5.3
不过	4.72
柳传志	-1
兑现	5.2
了	5.08
他	5.06
的	5.1
承诺	6.1
把	4.94
公司	5.08
的	5.1
真相	5.64
对	6.14
我	5.58
和盘托出	-1
联想	5.76
邀请	5.92
我	5.58
参加	5.38
了	5.08
他们	5.12
的	5.1
一些	5.12
内部	4.9
会议	5.02
允许	5.74
我	5.58
不	4.4
受约束	-1
地	5.16
采访	5.26
任何人	-1
我	5.58
和	5.46
68	-1
个人	5.32
谈	5.14
了	5.08
话	5.02
包括	5.18
公司	5.08
的	5.1
开创者	-1
老一代	-1
和	5.46
新一代	-1
领导人	-1
项目经理	-1
和	5.46
技术人员	-1
第一线	-1
的	5.1
销售	5.38
人员	5.44
流水线	-1
上	5.58
的	5.1
工人	5.18
当然	5.44
也	5.2
包括	5.18
几位	-1
因为	4.94
重大	5.46
分歧	4.18
离开	4.0
联想	5.76
甚至	4.82
