匠人	-1
如神	-1
01	-1
迈出	-1
第一步	-1
很	5.14
重要	5.68
宝贵	6.66
的	5.1
第一步	-1
一个	5.1
人要	-1
想	5.3
取得	5.58
进步	6.74
赢得	6.16
成功	7.48
迈出	-1
第一步	-1
很	5.14
重要	5.68
总是	-1
缩手缩脚	-1
优柔寡断	-1
可	5.3
不行	3.72
如果	5.36
不	4.4
迈出	-1
第一步	-1
就	4.94
不会	3.72
知道	5.38
前面	5.22
到底	4.96
有	5.36
哪些	4.96
困难	3.12
与	4.86
障碍	3.66
哪怕	4.78
失败	2.8
了	5.08
这	5.14
宝贵	6.66
的	5.1
第一步	-1
也	5.2
是	5.42
证明	5.04
你	5.36
曾经	4.9
前进	6.06
过	5.04
的	5.1
足迹	5.28
日本	4.68
有	5.36
谚语	-1
道	5.34
再会	-1
爬树	-1
的	5.1
猴子	5.2
也	5.2
有	5.36
从	5.16
树上	-1
掉下来	-1
的	5.1
时候	5.0
告诫	4.5
人们	5.28
不要	4.16
漫不经心	2.8
粗枝大叶	-1
对	6.14
这种	-1
由于	4.88
不	4.4
用心	5.76
而	5.18
造成	4.66
的	5.1
失败	2.8
我	5.58
是	5.42
不会	2.8
原谅	5.82
的	5.1
我	5.58
唯一	-1
能	5.48
原谅	5.82
的	5.1
是	5.42
为了	5.14
进步	6.74
而	5.18
挑战	5.38
新	5.94
事物	5.36
时所	-1
发生	4.78
的	5.1
失败	2.8
就	4.94
好比	-1
猴子	5.2
为了	5.14
学习	5.86
新	5.94
的	5.1
攀缘	-1
技术	5.08
而	5.18
不断	5.0
进行	5.28
新	5.94
的	5.1
尝试	5.76
它	5.16
这时候	-1
的	5.1
跌落	-1
经验	6.1
是	5.42
很	5.14
宝贵	6.66
的	5.1
值得	6.0
奖励	7.06
找到	5.44
自己	5.28
擅长	6.1
的	5.1
领域	5.08
我	5.58
一生	5.66
中	4.98
从未	-1
在	5.02
自己	5.28
不	4.4
擅长	6.1
的	5.1
领域	5.08
开拓	5.98
过	5.04
事业	5.74
在	5.02
本田	-1
公司	5.08
我	5.58
有幸	-1
得到	5.66
了	5.08
一个	5.1
可以	5.58
百分之百	-1
信赖	6.7
的	5.1
合作伙伴	-1
藤泽	-1
武夫	-1
副社长	-1
销售	5.38
等	4.72
领域	5.08
的	5.1
工作	5.18
全部	5.6
由	4.86
他	5.06
牵头	4.94
我	5.58
只是	4.54
埋头	-1
做	5.26
自己	5.28
擅长	6.1
的	5.1
技术	5.08
方面	5.1
的	5.1
工作	5.18
当然	5.44
他	5.06
的	5.1
意见	4.92
