7	-1
5	-1
号	5.22
高速公路	-1
肯塔基	-1
序章	-1
名物	-1
我	5.58
搭乘	-1
汽车	5.24
离开	4.0
市区	5.3
沿着	-1
75	-1
号	5.22
高速公路	-1
向北	-1
前进	6.06
目标	5.64
是	5.42
位于	4.96
肯塔基州	-1
北部	5.34
的	5.1
丰田	-1
汽车	5.24
生产	5.16
基地	4.76
透过	-1
车窗	-1
向外	-1
望去	-1
目光	5.24
所及	-1
之处	-1
都	4.84
是	5.42
绿色	6.24
的	5.1
农田	5.46
高约	-1
1	-1
米	5.68
的	5.1
烟草	4.14
展开	5.68
团扇	-1
般的	-1
叶片	-1
随着	-1
微风	-1
轻轻	-1
摆动	-1
烟草	4.14
曾经	4.9
是	5.42
肯塔基州	-1
的	5.1
主要	5.38
农作物	5.34
据说	5.24
最	5.14
鼎盛时期	-1
整个	5.38
州	5.18
所有	5.52
的	5.1
农田	5.46
种植	5.46
的	5.1
都	4.84
是	5.42
烟草	4.14
但	4.62
随着	-1
禁烟	-1
运动	5.48
的	5.1
发展	6.16
种植	5.46
烟草	4.14
的	5.1
农户	5.14
数量	4.92
急剧	4.06
减少	4.44
虽然	4.66
还有	-1
一部分	5.12
用于	-1
出口	5.7
的	5.1
种植	5.46
需求	5.32
但	4.62
种植	5.46
烟草	4.14
这种	-1
行为	5.28
本身	5.2
已经	5.18
成为	5.42
环境保护	-1
组织	5.08
密切	5.56
关注	5.8
的	5.1
对象	5.56
所以	5.24
尽管	5.0
现在	5.14
还	5.16
能	5.48
在	5.02
道路	4.96
两旁	-1
看到	-1
烟草	4.14
田	5.48
也	5.2
仍然	5.02
无法	4.02
否定	3.92
肯塔基州	-1
烟草	4.14
种植	5.46
面积	5.3
正在	4.96
不断	5.0
减少	4.44
的	5.1
事实	5.64
当然	5.44
农田	5.46
里	5.18
的	5.1
植物	5.94
不全是	-1
烟草	4.14
肯塔基州	-1
曾经	4.9
以	4.92
农业	5.34
著称	-1
玉米	5.7
和	5.46
小麦	5.82
都	4.84
是	5.42
当地	5.26
的	5.1
主要	5.38
农作物	5.34
除此之外	-1
还有	-1
广阔	6.32
的	5.1
牧场	5.4
用来	-1
饲养	5.12
牛和马	-1
然而	4.68
