	-1
是	5.42
要	5.2
到	5.3
2012	-1
年	5.1
第四季度	-1
再	4.96
和	5.46
苏宁	-1
打	4.02
价格战	-1
的	5.1
为了	5.14
这场	-1
价格战	-1
刘强	-1
东	5.08
曾经	4.9
在	5.02
内部	4.9
下达	4.68
的	5.1
指标	5.14
是	5.42
2013	-1
年	5.1
大家	5.56
电	5.38
必须	4.98
达到	5.64
300	-1
亿元	-1
的	5.1
销售额	-1
年	5.1
增长	5.9
超过	5.66
200%	-1
2014	-1
年	5.1
达到	5.64
500	-1
亿元	-1
为什么	4.32
京	5.44
东	5.08
商城	-1
会	5.22
将	5.36
价格战	-1
的	5.1
时间	5.32
提前	5.26
了	5.08
呢	4.92
刘强	-1
东	5.08
解释	4.9
说	5.22
和	5.46
苏宁	-1
的	5.1
价格战	-1
是	5.42
必须	4.98
的	5.1
我们	5.96
内部	4.9
早就	-1
做好	-1
了	5.08
准	5.56
备	5.44
没有	4.42
想到	5.52
昨天	5.0
在	5.02
微博上	-1
一说	-1
大家	5.56
反应	5.04
强烈	5.5
我	5.58
就	4.94
真的	-1
开始	5.26
着手	5.08
打	4.02
价格	5.18
战了	-1
这场	-1
价格战	-1
看起来	-1
似乎	5.08
真如	-1
刘强	-1
东	5.08
所说	-1
是	5.42
随性	-1
发动	5.1
的	5.1
因为	4.94
很多	5.46
京东	-1
的	5.1
工作人员	-1
也	5.2
是	5.42
和	5.46
网友	-1
一样	5.28
是	5.42
通过	5.84
刘强	-1
东	5.08
的	5.1
微博才	-1
得知	-1
价格战	-1
的	5.1
消息	5.12
后来	4.9
在	5.02
2012	-1
年	5.1
8	-1
月	5.28
14	-1
日	4.88
下午	5.16
5	-1
点多	-1
公司	5.08
高管	-1
才	5.48
得知	-1
价格战	-1
开战	-1
在	5.02
即	4.96
于是	4.9
一些	5.12
高管匆	-1
匆忙	3.96
忙	4.06
放弃	3.6
休假	6.36
回到	-1
岗位	5.08
上	5.58
坚守阵地	-1
这次	-1
价格战	-1
真的	-1
是	5.42
刘强	-1
东	5.08
的	5.1
随性	-1
所	4.98
为	5.16
吗	4.82
刘强	-1
东	5.08
在	5.02
发动	5.1
价格战	-1
的	5.1
时候	5.0
就	4.94
高调	-1
宣称	4.92
已经	5.18
和	5.46
股东	5.28
开会	4.58
商议	5.12
得到	5.66
支持	6.06
他	5.06
还	5.16
列举	5.22
了	5.08
股东	5.28
的	5.1
名单	5.28
今日	5.3
资	5.42
本	5.2
雄牛	-1
资本	5.0
凯鹏华盈	-1
kpcb	-1
红杉	-1
资本	5.0
老虎	5.2
基金	5.26
dst	-1
价格战	-1
关键	5.86
打	4.02
的	5.1
就是	4.98
资金	5.68
因为	4.94
有	5.36
了	5.08
资金	5.68
的	5.1
支持	6.06
京东	-1
商城	-1
的	5.1
价格战	-1
打	4.02
得	5.44
就	4.94
底气十足	-1
与	4.86
之	5.26
相比	-1
苏宁	-1
易购	-1
似乎	5.08
有点	5.1
措手不及	-1
苏宁	-1
因为	4.94
要	5.2
做	5.26
中国	6.06
版	5.06
的	5.1
沃尔玛	-1
和	5.46
亚马逊	-1
其	5.24
野心	4.58
和	5.46
宏大	6.46
的	5.1
十年	-1
战略	5.4
已	5.54
将	5.36
资金	5.68
链	4.98
绷	-1
得	5.44
很	5.14
紧	4.84
导致	4.64
其近	-1
期	5.08
频频	-1
融资	5.7
此外	4.98
还	5.16
一直	5.48
盛传	-1
苏宁	-1
电器	5.26
在	5.02
此前	5.26
55	-1
亿元	-1
的	5.1
定向	5.3
增发	-1
中	4.98
将	5.36
大量	5.4
股票	4.72
先	5.34
行	5.44
质押	-1
给	5.34
三家	4.92
信托公司	-1
如果	5.36
股价	-1
下跌	3.26
到	5.3
一定	5.36
程度	5.0
担保	5.2
公司	5.08
会	5.22
要求	4.9
苏宁	-1
追加	5.22
股票	4.72
以	4.92
保证	5.78
担保	5.2
价值	5.86
否则	4.62
会	5.22
强制	3.7
出手	-1
质押	-1
股票	4.72
这	5.14
对	6.14
苏宁	-1
晶	-1
影响	4.98
会	5.22
非常	5.76
大	5.7
而	5.18
京东	-1
正是	-1
抓住	3.7
这一	-1
节点	5.28
尽管	5.0
刘强	-1
东	5.08
多次	-1
否认	3.86
他	5.06
是因为	-1
苏宁	-1
发出	5.24
了	5.08
80	-1
亿元	-1
融资	5.7
的	5.1
信号	5.2
才	5.48
发动	5.1
这次	-1
价格战	-1
的	5.1
但是	4.56
因为	4.94
时间	5.32
节点	5.28
上	5.58
如此	5.22
接近	5.1
时机	5.74
如此	5.22
之好	-1
刘强	-1
东	5.08
作战	4.26
的	5.1
目的	5.3
和	5.46
动机	4.84
还是	5.22
可以	5.58
猜测	4.86
的	5.1
价格战	-1
发动	5.1
的	5.1
当日	5.4
苏宁	-1
电器	5.26
股价	-1
应声	-1
而落	-1
下跌	3.26
3	-1
4%	-1
o	4.96
之后	4.98
止跌	-1
回	5.02
升	6.28
收盘	-1
涨	5.38
10%	-1
,	-1
原因	5.18
是	5.42
该	4.86
公司	5.08
第二	-1
大	5.7
股东	5.28
苏宁	-1
电器集团	-1
称	5.18
将	5.36
斥资	-1
最多	5.82
至	5.2
人民	5.4
币	5.06
10	-1
亿元	-1
增持	-1
苏宁	-1
电器	5.26
股份	5.46
因此	5.06
有	5.36
专家	5.68
评价	5.3
道	5.34
苏宁	-1
股票	4.72
逆市	-1
涨停	-1
这	5.14
是	5.42
抓住	3.26
了	5.08
主要矛盾	-1
只要	5.16
股价	-1
不	4.4
大跌	-1
其他	4.88
问题	4.46
都	4.84
有解	-1
戏	5.2
可以	5.58
很	5.14
热闹	6.58
但	4.62
最	5.14
大	5.7
的	5.1
看点	-1
在	5.02
这里	4.88
价格战	-1
的	5.1
打响	5.18
再	4.96
一次	5.12
让	5.36
京东	-1
商城	-1
资金	5.68
链	4.98
紧张	3.68
的	5.1
谣言	3.5
不攻自破	-1
了	5.08
刘强	-1
东	5.08
坦言	-1
我们	5.96
现在	5.14
账上	-1
的	5.1
现金	6.12
约	5.2
为	5.16
87	-1
亿元	-1
人民币	6.04
京东	-1
账期	-1
只有	5.14
40	-1
天	5.32
而	5.18
苏宁	-1
国美	-1
的	5.1
账期	-1
则	4.8
有	5.36
120	-1
天	5.32
我们	5.96
的	5.1
钱	6.24
足够	6.08
还	5.16
供货商	-1
的	5.1
无论	5.16
价格战	-1
的	5.1
最终	5.4
结果	5.16
如何	5.28
可以	5.58
肯定	5.92
的	5.1
是	5.42
京东	-1
和	5.46
苏美	-1
都	4.84
得到	5.66
了	5.08
自己	5.28
想要	-1
的	5.1
结果	5.16
他们	5.12
这次	-1
约架	-1
结果	5.16
是	5.42
共	4.9
赢	-1
和	5.46
多	5.66
赢	-1
比	5.0
广告	4.92
效果	5.38
更好	-1
弟	5.68
"	-1
早	5.42
"	-1
•	-1
"	-1
•	-1
'	-1
'	-1
电子商务	-1
的	5.1
狼性	-1
战国	5.18
我们	5.96
很少	-1
关注	5.8
所谓	4.92
的	5.1
竞争对手	-1
他们	5.12
说	5.22
了	5.08
什么	5.04
做	5.26
了	5.08
什	4.96
么	4.92
甚至	4.82
想	5.3
做	5.26
什么	5.04
我们	5.96
一点	4.88
都	4.84
不	4.4
关注	5.8
我们	5.96
只	4.94
关注	5.8
我们	5.96
客户	5.42
想要	-1
什么	5.04
我们	5.96
怎么	4.86
满足	6.78
我们	5.96
客户	5.42
的	5.1
要求	4.9
因为	4.94
我们	5.96
是	5.42
为	5.16
用	5.1
户	4.78
工作	5.18
的	5.1
我们	5.96
最大	5.96
的	5.1
竞争对手	-1
是	5.42
自己	5.28
刘强	-1
东	5.08
国内	5.22
蓬勃发展	-1
的	5.1
b2c	-1
市场	4.92
令	4.98
各路	-1
诸侯	5.18
垂涎三尺	-1
谁	5.1
都	4.84
想	5.3
做	5.26
互联网	5.88
的	5.1
霸主	-1
在	5.02
中国	6.06
的	5.1
电子商务	-1
市场	4.92
上	5.58
真正	5.76
掌握	5.92
话语权	-1
从	5.16
当当网	-1
到	5.3
卓越	6.98
从	5.16
淘宝	-1
到	5.3
京东	-1
中	4.98
国	5.16
电子商务	-1
的	5.1
诸侯	5.18
争霸	-1
之战	-1
愈演愈烈	4.58
当前	5.12
竞争	5.2
还	5.16
处于	5.02
势均力敌	-1
的	5.1
相持	-1
阶	4.88
段	4.74
最终	5.4
谁	5.1
将	5.36
在	5.02
中国	6.06
的	5.1
电子商务	-1
竞争	5.2
中	4.98
力克	-1
群雄	-1
脱颖而出	-1
成为	5.42
最有	-1
实力	5.98
的	5.1
霸	-1
±	-1
,	-1
还是	5.22
一个	5.1
未知数	3.5
一	5.02
中国	6.06
互联网	5.88
的	5.1
诸侯	5.18
割据	-1
"	-1
随着	-1
计算机	4.98
科技	5.78
大潮	5.52
席卷	-1
全球	5.46
互联网	5.88
犹如	5.3
一夜	5.02
春风	-1
吹进	-1
了	5.08
人们	5.28
生活	5.58
的	5.1
每	5.14
一个	5.1
角落	4.6
互联网	5.88
与	4.86
人们	5.28
生活	5.58
的	5.1
不期而遇	-1
给	5.34
原本	5.0
丰富多彩	-1
的	5.1
生活	5.58
带来	-1
了	5.08
无	4.18
穷	3.08
无尽	4.9
的	5.1
精彩	7.32
与	4.86
乐趣	6.86
与此同时	-1
也	5.2
带来	-1
了	5.08
无限	5.58
商机	-1
一	5.02
电子商务	-1
应运而生	-1
自	5.02
1996	-1
年	5.1
电子商务	-1
的	5.1
先驱	5.8
ibm	5.58
公司	5.08
提出	5.04
了	5.08
电子商务	-1
electronic	6.4
commerce	5.32
的	5.1
概念	5.16
后	5.0
电子商务	-1
犹如	5.3
雨后春笋	-1
迅速	5.86
发展	6.16
起来	5.5
历经	5.02
短短	-1
十	5.3
几年	-1
的	5.1
时间	5.32
已经	5.18
从	5.16
一个	5.1
犹抱琵琶半遮面	-1
的	5.1
小家碧玉	-1
发展	6.16
为	5.16
家喻户晓	-1
的	5.1
大众情人	-1
电子商务	-1
的	5.1
便捷	-1
越来越	-1
受到	4.78
人们	5.28
的	5.1
关注	5.8
和	5.46
喜爱	6.94
也	5.2
正在	4.96
变成	-1
我	5.58
们	5.06
日常生活	-1
不可或缺	-1
的	5.1
一部分	5.12
电子商务	-1
简称	5.16
电商	-1
就是指	-1
以	4.92
互联网	5.88
为	5.16
工具	5.04
使	4.9
买卖双方	-1
不	4.4
谋面	-1
地进	-1
行	5.44
各种	-1
商业	5.26
和	5.46
贸易	5.44
活动	6.04
如今	5.22
触手可及	-1
的	5.1
电子商务	-1
正	5.72
广泛	5.66
地被	-1
应用	5.46
于小到	-1
家	6.62
庭	5.18
理财	-1
个人	5.32
购物	-1
大至	-1
企业	5.24
经营	5.32
国际贸易	-1
等	4.72
诸	5.14
方面	5.1
随着	-1
国内	5.22
互联网	5.88
使用	5.2
人数	4.9
的	5.1
增加	5.94
利用网络	-1
进行	5.28
购物	-1
并	5.04
以	4.92
银行卡	-1
付款	-1
的	5.1
消费	5.28
方式	4.94
已	5.54
日渐	4.98
流行	5.74
市场	4.92
份额	5.04
也	5.2
在	5.02
迅速	5.86
增长	5.9
相关	5.22
的	5.1
电子商务	-1
网站	5.1
也	5.2
不断涌现	-1
电子商务	-1
依据	5.36
发展	6.16
模式	5.1
的	5.1
不同	5.22
逐渐	5.26
分化	5.2
为	5.16
几路	-1
诸侯	5.18
他们	5.12
成为	5.42
今天	5.52
中国	6.06
电子商务	-1
市场	4.92
霸主	-1
争夺	4.0
战	4.16
的	5.1
主要	5.38
力量	5.84
第一路	-1
电商	-1
诸侯	5.18
b2b	-1
:	-1
应	5.28
属于	5.32
以	4.92
阿里巴巴	-1
为	5.16
代表	5.28
的	5.1
企业	5.24
对	6.14
企业	5.24
business	5.94
-	-1
to	4.98
-	-1
business	5.94
模式	5.1
的	5.1
电子商务	-1
有时	5.24
写作	5.8
b	4.84
to	4.98
b	4.84
,	-1
但	4.62
为了	5.14
简便	5.96
干	4.78
脆用	-1
其	5.24
谐音	-1
简称	5.16
为	5.16
b2b	-1
模式	5.1
第二路	-1
电商	-1
诸侯	5.18
b2c	-1
:	-1
最具	-1
代表性	-1
的	5.1
有	5.36
卓越	6.98
亚马逊	-1
京东	-1
商城	-1
当当网	-1
国美	-1
网上商城	-1
我	5.58
买	5.34
网	5.24
ebay	5.78
易趣	-1
等	4.72
这	5.14
一类	-1
电子商务	-1
的	5.1
发展	6.16
模式	5.1
被	4.5
称为	-1
电子商务	-1
企业	5.24
对	6.14
消费者	-1
business	5.94
-	-1
to	4.98
-	-1
consumer	5.5
模式	5.1
有时	5.24
写作	5.8
b	4.84
to	4.98
c	4.7
或	4.96
被	4.5
简称	5.16
为	5.16
b2c	-1
模式	5.1
这个	5.02
模式	5.1
是	5.42
我国	5.48
