第	5.32
1	-1
章	5.04
前言	-1
格力	-1
董明珠	-1
提起	5.4
世界	5.78
品牌	5.68
格力空调	-1
以下	4.8
简称	5.16
格力	-1
人们	5.28
肯定	5.92
会	5.22
提起	5.4
董明珠	-1
的	5.1
名字	5.3
是	5.42
格力	-1
造就	5.6
了	5.08
她	5.2
这个	5.02
商界	5.12
传奇人物	-1
还是	5.22
她	5.2
让	5.36
格力	-1
创造	6.42
了	5.08
一个个	-1
销售	5.38
神话	5.76
世界	5.78
品牌	5.68
格力	-1
已	5.54
有口皆碑	-1
董明珠	-1
的	5.1
销售	5.38
秘笈	-1
棋	-1
行天下	-1
行棋	-1
无悔	-1
两本书	-1
也	5.2
正	5.72
得到	5.66
越来越	-1
多	5.66
读者	5.32
的	5.1
赞誉	-1
自	5.02
2004	-1
年	5.1
以来	4.98
董明珠	-1
已	5.54
连续	5.06
5	-1
次	4.56
被	4.5
美国	5.6
财富	6.54
杂志	5.42
评为	-1
全球	5.46
50	-1
大	5.7
商界	5.12
女强人	-1
董明珠	-1
是	5.42
创造	6.42
中国	6.06
家电市场	-1
销售	5.38
神话	5.76
的	5.1
领军人物	-1
她	5.2
的	5.1
名字	5.3
牵动	-1
着	4.88
整个	5.38
中国	6.06
空调	5.5
市场	4.92
的	5.1
每根	-1
神经	4.64
荣膺	-1
商界	5.12
木兰	-1
中国	6.06
营销	5.22
女皇	-1
商业	5.26
铁娘子	-1
中国	6.06
最具	-1
影响力	-1
的	5.1
商业	5.26
领袖	5.86
等	4.72
称号	4.9
在	5.02
荣誉	6.88
面前	5.2
董明珠	-1
却	4.68
反复强调	-1
没有	4.42
格力	-1
就	4.94
没有	4.42
我	5.58
的	5.1
今天	5.52
但	4.62
我们	5.96
知道	5.38
在	5.02
营销	5.22
领域	5.08
是	5.42
她	5.2
创造	6.42
了	5.08
许多	5.36
在	5.02
同行	5.34
看来	-1
根本	5.32
不	4.4
可能	5.2
实现	5.72
的	5.1
奇迹	7.08
经销	5.08
渠道	5.06
先	5.34
付款	-1
再	4.96
发货	-1
淡季	-1
